1.12524413,1.1,1.07475587
1.127278923,1.12524413,1.1
1.1042336,1.127278923,1.12524413
1.077295925,1.1042336,1.127278923
1.071232272,1.077295925,1.1042336
1.091617535,1.071232272,1.077295925
1.119709598,1.091617535,1.071232272
1.129680747,1.119709598,1.091617535
1.112363555,1.129680747,1.119709598
1.083679367,1.112363555,1.129680747
1.070000294,1.083679367,1.112363555
1.083902812,1.070000294,1.083679367
1.112605011,1.083902812,1.070000294
1.129718221,1.112605011,1.083902812
1.119508635,1.129718221,1.112605011
1.091362901,1.119508635,1.129718221
1.071158075,1.091362901,1.119508635
1.077470383,1.071158075,1.091362901
1.104496316,1.077470383,1.071158075
1.127388358,1.104496316,1.077470383
1.125099669,1.127388358,1.104496316
1.099734461,1.125099669,1.127388358
1.074613388,1.099734461,1.125099669
1.072832649,1.074613388,1.099734461
1.096029447,1.072832649,1.074613388
1.122876754,1.096029447,1.072832649
1.128691278,1.122876754,1.096029447
1.108127174,1.128691278,1.122876754
1.080090983,1.108127174,1.128691278
1.070359051,1.080090983,1.108127174
1.087878871,1.070359051,1.080090983
1.1165428,1.087878871,1.070359051
1.129997356,1.1165428,1.087878871
1.115872481,1.129997356,1.1165428
1.08715452,1.115872481,1.129997356
1.070246634,1.08715452,1.115872481
1.080693856,1.070246634,1.08715452
1.108891057,1.080693856,1.070246634
1.128913862,1.108891057,1.080693856
1.122353395,1.128913862,1.108891057
1.09524132,1.122353395,1.128913862
1.072504354,1.09524132,1.122353395
1.075046758,1.072504354,1.09524132
1.100531058,1.075046758,1.072504354
1.125527106,1.100531058,1.075046758
1.12705365,1.125527106,1.100531058
1.103707194,1.12705365,1.125527106
1.07695236,1.103707194,1.12705365
1.07138742,1.07695236,1.103707194
1.092128754,1.07138742,1.07695236
1.120106875,1.092128754,1.07138742
1.129598828,1.120106875,1.092128754
1.111877755,1.129598828,1.120106875
1.083236329,1.111877755,1.129598828
1.070007345,1.083236329,1.111877755
1.08435347,1.070007345,1.083236329
1.113084943,1.08435347,1.070007345
1.129786179,1.113084943,1.08435347
1.11910214,1.129786179,1.113084943
1.090855681,1.11910214,1.129786179
1.071016467,1.090855681,1.11910214
1.077824579,1.071016467,1.090855681
1.105020671,1.077824579,1.071016467
1.127600781,1.105020671,1.077824579
1.12480486,1.127600781,1.105020671
1.099203465,1.12480486,1.127600781
1.074334401,1.099203465,1.12480486
1.07306217,1.074334401,1.099203465
1.096556456,1.07306217,1.074334401
1.12321672,1.096556456,1.07306217
1.12853164,1.12321672,1.096556456
1.107614701,1.12853164,1.12321672
1.079696841,1.107614701,1.12853164
1.070445612,1.079696841,1.107614701
1.088366551,1.070445612,1.079696841
1.116983229,1.088366551,1.070445612
1.129985605,1.116983229,1.088366551
1.115419354,1.129985605,1.116983229
1.08667662,1.115419354,1.129985605
1.07018334,1.08667662,1.115419354
1.08110336,1.07018334,1.08667662
1.109396863,1.08110336,1.07018334
1.129050934,1.109396863,1.08110336
1.12199571,1.129050934,1.109396863
1.094717731,1.12199571,1.129050934
1.072296247,1.094717731,1.12199571
1.075345465,1.072296247,1.094717731
1.101061949,1.075345465,1.072296247
1.125802082,1.101061949,1.075345465
1.1268199,1.125802082,1.101061949
1.103179625,1.1268199,1.125802082
1.076616018,1.103179625,1.1268199
1.071551536,1.076616018,1.103179625
1.09264244,1.071551536,1.076616018
1.120497851,1.09264244,1.071551536
1.129507632,1.120497851,1.09264244
1.111388232,1.129507632,1.120497851
1.082798544,1.111388232,1.129507632
1.070023795,1.082798544,1.111388232
1.084809031,1.070023795,1.082798544
